country,countryn,year,f,ext_type,oth_exclusions,CAPNAME,CAPLONG,CAPLAT,cowcodes2,cowcode2,ccdcodelet,ccdcodenum,wdicode,imf_code,politycode,bankscode,dpicode,uncode,un_region,un_region_name,un_continent,un_continent_name,aclp_region,ccode
143,Albania,1953,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1954,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1955,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1956,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1957,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1958,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1959,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1960,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1961,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1962,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1963,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1964,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1965,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1966,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1967,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1968,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1969,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1970,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1971,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1972,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1973,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1974,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1975,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1976,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1977,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1978,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1979,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1980,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1981,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1982,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1983,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1984,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1985,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1986,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1987,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
143,Albania,1988,72,0,NA,Tirane,19.81889,41.3275,339,339,ALB,3,ALB,914,339,20,ALB,8,39,Southern Europe,150,Europe,9,339
